BDS00633;53;Foam;Open
BDS00634;53;Foam;Closed
BDS00635;53;Foam;Closed
BDS00636;53;Foam;Closed
BDS00637;54;Firm;Closed
BDS00638;54;Firm;Closed
BDS00639;54;Firm;Closed
BDS00640;54;Foam;Closed
BDS00641;54;Foam;Closed
BDS00642;54;Foam;Closed
BDS00643;54;Firm;Open
BDS00644;54;Firm;Open
BDS00645;54;Firm;Open
BDS00646;54;Foam;Open
BDS00647;54;Foam;Open
BDS00648;54;Foam;Open
BDS00649;55;Firm;Open
BDS00650;55;Firm;Open
BDS00651;55;Firm;Open
BDS00652;55;Foam;Open
BDS00653;55;Foam;Open
BDS00654;55;Foam;Open
BDS00655;55;Firm;Closed
BDS00656;55;Firm;Closed
BDS00657;55;Firm;Closed
BDS00658;55;Foam;Closed
BDS00659;55;Foam;Closed
BDS00660;55;Foam;Closed
BDS00661;56;Firm;Open
BDS00662;56;Firm;Open
BDS00663;56;Firm;Open
BDS00664;56;Foam;Closed
BDS00665;56;Foam;Closed
BDS00666;56;Foam;Closed
BDS00667;56;Foam;Open
BDS00668;56;Foam;Open
BDS00669;56;Foam;Open
BDS00670;56;Firm;Closed
BDS00671;56;Firm;Closed
BDS00672;56;Firm;Closed
BDS00673;57;Foam;Open
BDS00674;57;Foam;Open
BDS00675;57;Foam;Open
BDS00676;57;Foam;Closed
BDS00677;57;Foam;Closed
BDS00678;57;Foam;Closed
BDS00679;57;Firm;Open
BDS00680;57;Firm;Open
BDS00681;57;Firm;Open
BDS00682;57;Firm;Closed
BDS00683;57;Firm;Closed
BDS00684;57;Firm;Closed
BDS00685;58;Foam;Closed
BDS00686;58;Foam;Closed
BDS00687;58;Foam;Closed
BDS00688;58;Firm;Open
BDS00689;58;Firm;Open
BDS00690;58;Firm;Open
BDS00691;58;Firm;Closed
BDS00692;58;Firm;Closed
BDS00693;58;Firm;Closed
BDS00694;58;Foam;Open
BDS00695;58;Foam;Open
BDS00696;58;Foam;Open
BDS00697;59;Firm;Open
BDS00698;59;Firm;Open
BDS00699;59;Firm;Closed
BDS00700;59;Firm;Closed
BDS00701;59;Firm;Closed
BDS00702;59;Firm;Open
BDS00709;60;Firm;Open
BDS00710;60;Firm;Open
BDS00711;60;Firm;Open
BDS00712;60;Firm;Closed
BDS00713;60;Firm;Closed
BDS00714;60;Firm;Closed
BDS00715;60;Foam;Open
BDS00716;60;Foam;Open
BDS00717;60;Foam;Open
BDS00721;61;Firm;Closed
BDS00722;61;Firm;Closed
BDS00723;61;Firm;Closed
BDS00724;61;Foam;Open
BDS00725;61;Foam;Open
BDS00726;61;Foam;Open
BDS00727;61;Foam;Closed
BDS00728;61;Foam;Closed
BDS00729;61;Foam;Closed
BDS00730;61;Firm;Open
BDS00731;61;Firm;Open
BDS00732;61;Firm;Open
BDS00733;62;Foam;Closed
BDS00734;62;Foam;Closed
BDS00735;62;Foam;Closed
BDS00736;62;Foam;Open
BDS00737;62;Foam;Open
BDS00738;62;Foam;Open
BDS00739;62;Firm;Closed
BDS00740;62;Firm;Closed
BDS00741;62;Firm;Closed
BDS00742;62;Firm;Open
BDS00743;62;Firm;Open
BDS00744;62;Firm;Open
BDS00745;63;Foam;Closed
BDS00746;63;Foam;Closed
BDS00747;63;Foam;Closed
BDS00748;63;Firm;Open
BDS00749;63;Firm;Open
BDS00750;63;Firm;Open
BDS00751;63;Firm;Closed
BDS00752;63;Firm;Closed
BDS00753;63;Firm;Closed
BDS00754;63;Foam;Open
BDS00755;63;Foam;Open
BDS00756;63;Foam;Open
BDS00757;64;Firm;Open
BDS00758;64;Firm;Open
BDS00759;64;Firm;Open
BDS00760;64;Foam;Open
BDS00761;64;Foam;Open
BDS00762;64;Foam;Open
BDS00763;64;Firm;Closed
BDS00764;64;Firm;Closed
BDS00765;64;Firm;Closed
BDS00766;64;Foam;Closed
BDS00767;64;Foam;Closed
BDS00768;64;Foam;Closed
BDS00769;65;Firm;Open
BDS00770;65;Firm;Open
BDS00771;65;Firm;Open
BDS00772;65;Foam;Closed
BDS00773;65;Foam;Closed
BDS00774;65;Foam;Closed
BDS00775;65;Firm;Closed
BDS00776;65;Firm;Closed
BDS00777;65;Firm;Closed
BDS00778;65;Foam;Open
BDS00779;65;Foam;Open
BDS00780;65;Foam;Open
BDS00781;66;Foam;Closed
BDS00782;66;Foam;Closed
BDS00783;66;Foam;Closed
BDS00784;66;Foam;Open
BDS00785;66;Foam;Open
BDS00786;66;Foam;Open
BDS00787;66;Firm;Closed
BDS00788;66;Firm;Closed
BDS00789;66;Firm;Closed
BDS00790;66;Firm;Open
BDS00791;66;Firm;Open
BDS00792;66;Firm;Open
BDS00793;67;Firm;Closed
BDS00794;67;Firm;Closed
BDS00795;67;Firm;Closed
BDS00796;67;Firm;Open
BDS00797;67;Firm;Open
BDS00798;67;Firm;Open
BDS00799;67;Foam;Closed
BDS00800;67;Foam;Closed
BDS00801;67;Foam;Closed
BDS00802;67;Foam;Open
BDS00803;67;Foam;Open
BDS00804;67;Foam;Open
BDS00805;68;Firm;Open
BDS00806;68;Firm;Open
BDS00807;68;Firm;Open
BDS00808;68;Foam;Closed
BDS00809;68;Foam;Closed
BDS00810;68;Foam;Closed
BDS00811;68;Foam;Open
BDS00812;68;Foam;Open
BDS00813;68;Foam;Open
BDS00814;68;Firm;Closed
BDS00815;68;Firm;Closed
BDS00816;68;Firm;Closed
BDS00817;69;Foam;Closed
BDS00818;69;Foam;Closed
BDS00819;69;Foam;Closed
BDS00820;69;Foam;Open
BDS00821;69;Foam;Open
BDS00822;69;Foam;Open
BDS00823;69;Firm;Closed
BDS00824;69;Firm;Closed
BDS00825;69;Firm;Closed
BDS00826;69;Firm;Open
BDS00827;69;Firm;Open
BDS00828;69;Firm;Open
BDS00829;70;Firm;Open
BDS00830;70;Firm;Open
BDS00831;70;Firm;Open
BDS00832;70;Foam;Closed
BDS00833;70;Foam;Closed
BDS00834;70;Foam;Closed
BDS00835;70;Foam;Open
BDS00836;70;Foam;Open
BDS00837;70;Foam;Open
BDS00838;70;Firm;Closed
BDS00839;70;Firm;Closed
BDS00840;70;Firm;Closed
BDS00841;71;Firm;Closed
BDS00842;71;Firm;Closed
BDS00843;71;Firm;Closed
BDS00844;71;Foam;Open
BDS00845;71;Foam;Open
BDS00846;71;Foam;Open
BDS00847;71;Foam;Closed
BDS00848;71;Foam;Closed
BDS00849;71;Foam;Closed
BDS00850;71;Firm;Open
BDS00851;71;Firm;Open
BDS00852;71;Firm;Open
BDS00853;72;Foam;Open
BDS00854;72;Foam;Open
BDS00855;72;Foam;Open
BDS00856;72;Firm;Closed
BDS00857;72;Firm;Closed
BDS00858;72;Firm;Closed
BDS00859;72;Foam;Closed
BDS00860;72;Foam;Closed
BDS00861;72;Foam;Closed
BDS00862;72;Firm;Open
BDS00863;72;Firm;Open
BDS00864;72;Firm;Open
BDS00865;73;Firm;Open
BDS00866;73;Firm;Open
BDS00867;73;Firm;Open
BDS00868;73;Foam;Open
BDS00869;73;Foam;Open
BDS00870;73;Foam;Open
BDS00871;73;Foam;Closed
BDS00872;73;Foam;Closed
BDS00873;73;Foam;Closed
BDS00874;73;Firm;Closed
BDS00875;73;Firm;Closed
BDS00876;73;Firm;Closed
BDS00877;74;Firm;Open
BDS00878;74;Firm;Open
BDS00879;74;Firm;Open
BDS00880;74;Foam;Open
BDS00881;74;Foam;Open
BDS00882;74;Foam;Open
BDS00883;74;Firm;Closed
BDS00884;74;Firm;Closed
BDS00885;74;Firm;Closed
BDS00886;74;Foam;Closed
BDS00887;74;Foam;Closed
BDS00888;74;Foam;Closed
BDS00889;75;Firm;Closed
BDS00890;75;Firm;Closed
BDS00891;75;Firm;Closed
BDS00892;75;Firm;Open
BDS00893;75;Firm;Open
BDS00894;75;Firm;Open
BDS00895;75;Foam;Open
BDS00896;75;Foam;Open
BDS00897;75;Foam;Open
BDS00898;75;Foam;Closed
BDS00899;75;Foam;Closed
BDS00900;75;Foam;Closed
BDS00901;76;Foam;Closed
BDS00902;76;Foam;Closed
BDS00903;76;Foam;Closed
BDS00904;76;Firm;Open
BDS00905;76;Firm;Open
BDS00906;76;Firm;Open
BDS00907;76;Firm;Closed
BDS00908;76;Firm;Closed
BDS00909;76;Firm;Closed
BDS00910;76;Foam;Open
BDS00911;76;Foam;Open
BDS00912;76;Foam;Open
